participant_id,project_code,survey_language,country,institute_code,setting,condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon
301,23,English,USA,19,Lab,control story,Yes,No,Yes,Hispanic/Latino/Mexican,Hispanic or Latino,,Transgender,non-binary or transgender,26,26,Democrat,Liberal
302,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,18,18,Democrat,Liberal
303,23,English,USA,19,Lab,control story,No,Yes,Yes,White/Caucasian/European American,White,,Male,Male,18,18,Democrat,Liberal
304,23,English,USA,19,Lab,control story,Yes,Yes,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,Democrat,Liberal
305,23,English,USA,19,Lab,control story,No,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,24,24,Democrat,Liberal
306,23,English,USA,19,Lab,control story,Yes,Yes,No,White/Caucasian/European American,White,,Male,Male,21,21,Democrat,Liberal
307,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,19,19,Democrat,Liberal
308,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,20,20,Democrat,Liberal
309,23,English,USA,19,Lab,control story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
310,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,19,19,Democrat,Liberal
311,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
312,23,English,USA,19,Lab,control story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
313,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,20,20,Democrat,Liberal
314,23,English,USA,19,Lab,control story,Yes,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,24,24,Democrat,Liberal
315,23,English,USA,19,Lab,control story,Yes,Yes,No,Black/African American,Black or African American,,Prefer not to answer,Prefer not to say,21,21,Democrat,Liberal
316,23,English,USA,19,Lab,control story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
317,23,English,USA,19,Lab,control story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
318,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,25,25,,Liberal
319,23,English,USA,19,Lab,control story,No,No,No,White/Caucasian/European American,White,,Male,Male,20,20,Democrat,Liberal
320,23,English,USA,19,Lab,control story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,22,22,Democrat,Liberal
321,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,21,21,,Liberal
322,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,23,23,Democrat,Liberal
323,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,21,21,Democrat,Liberal
324,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,20,20,Democrat,Liberal
325,23,English,USA,19,Lab,control story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,20,20,Democrat,Liberal
326,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,19,19,Democrat,Liberal
327,23,English,USA,19,Lab,control story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,18,18,Democrat,Liberal
328,23,English,USA,19,Lab,control story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
329,23,English,USA,19,Lab,control story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
330,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
331,23,English,USA,19,Lab,control story,Yes,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,Democrat,Liberal
332,23,English,USA,19,Lab,control story,Yes,Yes,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,Democrat,Liberal
333,23,English,USA,19,Lab,control story,Yes,Yes,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,19,19,Democrat,Liberal
334,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,23,23,Democrat,Liberal
335,23,English,USA,19,Lab,control story,Yes,Yes,No,Black/African American,Black or African American,,Male,Male,19,19,Democrat,Liberal
336,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,,Liberal
337,23,English,USA,19,Lab,control story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
338,23,English,USA,19,Lab,control story,Yes,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,23,23,Democrat,Liberal
339,23,English,USA,19,Lab,control story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,22,22,Democrat,Liberal
340,23,English,USA,19,Lab,control story,Yes,No,Yes,Multiracial,Multiracial,,Male,Male,22,22,Democrat,Liberal
341,23,English,USA,19,Lab,control story,Yes,No,Yes,Multiracial,Multiracial,,Female,Female,20,20,Democrat,Liberal
342,23,English,USA,19,Lab,control story,Yes,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,19,19,Democrat,Liberal
343,23,English,USA,19,Lab,control story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,33,33,Democrat,Liberal
344,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,19,19,Democrat,
345,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,27,27,Democrat,
346,23,English,USA,19,Lab,control story,No,No,Yes,White/Caucasian/European American,White,,Female,Female,23,23,Democrat,
347,23,English,USA,19,Lab,control story,No,No,Yes,Black/African American,Black or African American,,Female,Female,24,24,Republican,
348,23,English,USA,19,Lab,control story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,
349,23,English,USA,19,Lab,control story,Yes,Yes,No,White/Caucasian/European American,White,,Male,Male,21,21,Democrat,
350,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,19,19,Democrat,
351,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Male,Male,22,22,,
352,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
353,23,English,USA,19,Lab,control story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
354,23,English,USA,19,Lab,control story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,19,19,,Conservative
355,23,English,USA,19,Lab,control story,No,Yes,No,White/Caucasian/European American,White,,Male,Male,18,18,Democrat,Conservative
356,23,English,USA,19,Lab,control story,No,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,25,25,,Conservative
357,23,English,USA,19,Lab,control story,No,No,No,White/Caucasian/European American,White,,Female,Female,19,19,Democrat,Conservative
358,23,English,USA,19,Lab,control story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,19,19,Republican,Conservative
359,23,English,USA,19,Lab,control story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
360,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Male,Male,23,23,,Conservative
361,23,English,USA,19,Lab,control story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,,Conservative
362,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,27,27,Democrat,Conservative
363,23,English,USA,19,Lab,control story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
364,23,English,USA,19,Lab,control story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,22,22,Republican,Conservative
365,23,English,USA,19,Lab,control story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
366,23,English,USA,19,Lab,control story,Yes,No,No,White/Caucasian/European American,White,,Male,Male,23,23,Republican,Conservative
367,23,English,USA,19,Lab,control story,No,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,23,23,,Conservative
368,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,19,19,Republican,Conservative
369,23,English,USA,19,Lab,control story,Yes,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,18,18,Republican,Conservative
370,23,English,USA,19,Lab,control story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,21,21,Republican,Conservative
371,23,English,USA,19,Lab,control story,No,No,No,White/Caucasian/European American,White,,Female,Female,22,22,Republican,Conservative
372,23,English,USA,19,Lab,control story,No,No,No,White/Caucasian/European American,White,,Female,Female,19,19,Republican,Conservative
373,23,English,USA,19,Lab,control story,No,No,No,White/Caucasian/European American,White,,Female,Female,23,23,Republican,Conservative
374,23,English,USA,19,Lab,control story,Yes,No,No,White/Caucasian/European American,White,,Female,Female,23,23,Republican,Conservative
375,23,English,USA,19,Lab,control story,No,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Male,Male,23,23,,Conservative
376,23,English,USA,19,Lab,control story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,19,19,,Conservative
377,23,English,USA,19,Lab,control story,Yes,No,No,White/Caucasian/European American,White,,Female,Female,20,20,Republican,Conservative
378,23,English,USA,19,Lab,control story,No,No,No,White/Caucasian/European American,White,,Male,Male,22,22,Republican,Conservative
379,23,English,USA,19,Lab,control story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,19,19,Republican,Conservative
380,23,English,USA,19,Lab,control story,No,No,No,White/Caucasian/European American,White,,Male,Male,20,20,Republican,Conservative
381,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,,,Male,Male,18,18,,
382,23,English,USA,19,Lab,control story,Yes,Yes,Yes,Asian/Pacific Islander/Asian American,,,Male,Male,23,23,,
383,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,,,Female,Female,22,22,,
384,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,,,Female,Female,21,21,,
385,23,English,USA,19,Lab,control story,No,Yes,Yes,Asian/Pacific Islander/Asian American,,,Female,Female,19,19,,
386,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,,,Female,Female,36,36,,
387,23,English,USA,19,Lab,control story,No,Yes,No,White/Caucasian/European American,,,Female,Female,22,22,Republican,
388,23,English,USA,19,Lab,control story,No,No,No,Asian/Pacific Islander/Asian American,,,Female,Female,21,21,,
389,23,English,USA,19,Lab,control story,Yes,Yes,No,White/Caucasian/European American,,,Female,Female,19,19,,
390,23,English,USA,19,Lab,no story,Yes,Yes,No,White/Caucasian/European American,White,,Male,Male,24,24,Democrat,Liberal
391,23,English,USA,19,Lab,no story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,20,20,Democrat,Liberal
392,23,English,USA,19,Lab,no story,No,No,No,Multiracial,Multiracial,,Male,Male,21,21,Democrat,Liberal
393,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
394,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
395,23,English,USA,19,Lab,no story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
396,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
397,23,English,USA,19,Lab,no story,No,No,Yes,White/Caucasian/European American,White,,Male,Male,31,31,Democrat,Liberal
398,23,English,USA,19,Lab,no story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
399,23,English,USA,19,Lab,no story,No,No,Yes,Hispanic/Latino/Mexican,Hispanic or Latino,,Female,Female,23,23,Democrat,Liberal
400,23,English,USA,19,Lab,no story,No,No,No,Asian/Pacific Islander/Asian American,White,,Male,Male,1992,,Democrat,Liberal
401,23,English,USA,19,Lab,no story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,21,21,Democrat,Liberal
402,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
403,23,English,USA,19,Lab,no story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,20,20,Democrat,Liberal
404,23,English,USA,19,Lab,no story,Yes,Yes,Yes,Black/African American,Black or African American,,Female,Female,21,21,Democrat,Liberal
405,23,English,USA,19,Lab,no story,No,Yes,No,Black/African American,Black or African American,,Female,Female,20,20,Democrat,Liberal
406,23,English,USA,19,Lab,no story,Yes,Yes,No,White/Caucasian/European American,White,,Male,Male,19,19,Democrat,Liberal
407,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
408,23,English,USA,19,Lab,no story,Yes,No,Yes,Multiracial,Multiracial,,Female,Female,21,21,Democrat,Liberal
409,23,English,USA,19,Lab,no story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
410,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
411,23,English,USA,19,Lab,no story,No,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
412,23,English,USA,19,Lab,no story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
413,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
414,23,English,USA,19,Lab,no story,No,No,No,Hispanic/Latino/Mexican,Hispanic or Latino,,Female,Female,22,22,Democrat,Liberal
415,23,English,USA,19,Lab,no story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,21,21,Democrat,Liberal
416,23,English,USA,19,Lab,no story,No,Yes,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,18,18,Democrat,Liberal
417,23,English,USA,19,Lab,no story,No,No,Yes,Hispanic/Latino/Mexican,Hispanic or Latino,,Female,Female,19,19,Democrat,Liberal
418,23,English,USA,19,Lab,no story,No,Yes,No,Black/African American,Black or African American,,Female,Female,18,18,Democrat,Liberal
419,23,English,USA,19,Lab,no story,Yes,Yes,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,Democrat,Liberal
420,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
421,23,English,USA,19,Lab,no story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,22,22,,Liberal
422,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
423,23,English,USA,19,Lab,no story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
424,23,English,USA,19,Lab,no story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
425,23,English,USA,19,Lab,no story,Yes,No,Yes,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
426,23,English,USA,19,Lab,no story,Yes,Yes,Yes,Black/African American,Black or African American,,Female,Female,22,22,Democrat,Liberal
427,23,English,USA,19,Lab,no story,No,Yes,No,White/Caucasian/European American,White,,Male,Male,22,22,Democrat,Liberal
428,23,English,USA,19,Lab,no story,No,No,No,White/Caucasian/European American,White,,Male,Male,21,21,Democrat,Liberal
429,23,English,USA,19,Lab,no story,Yes,No,Yes,White/Caucasian/European American,White,,Male,Male,21,21,Democrat,Liberal
430,23,English,USA,19,Lab,no story,No,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
431,23,English,USA,19,Lab,no story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,20,20,Democrat,Liberal
432,23,English,USA,19,Lab,no story,Yes,No,No,Other,Other,,Female,Female,18,18,Democrat,Liberal
433,23,English,USA,19,Lab,no story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Republican,Liberal
434,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,24,24,Democrat,Liberal
435,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
436,23,English,USA,19,Lab,no story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,29,29,Democrat,Liberal
437,23,English,USA,19,Lab,no story,No,Yes,No,White/Caucasian/European American,White,,Male,Male,21,21,Democrat,Liberal
438,23,English,USA,19,Lab,no story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
439,23,English,USA,19,Lab,no story,Yes,No,Yes,Hispanic/Latino/Mexican,Hispanic or Latino,,Female,Female,21,21,Democrat,Liberal
440,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,31,31,Democrat,Liberal
441,23,English,USA,19,Lab,no story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,22,22,Democrat,Liberal
442,23,English,USA,19,Lab,no story,No,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Male,Male,20,20,,Liberal
443,23,English,USA,19,Lab,no story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,20,20,Democrat,Liberal
444,23,English,USA,19,Lab,no story,Yes,Yes,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,Democrat,Liberal
445,23,English,USA,19,Lab,no story,No,Yes,No,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
446,23,English,USA,19,Lab,no story,Yes,No,No,White/Caucasian/European American,White,,Female,Female,18,18,Democrat,Liberal
447,23,English,USA,19,Lab,no story,Yes,Yes,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Male,Male,20,20,Democrat,Liberal
448,23,English,USA,19,Lab,no story,Yes,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Male,Male,19,19,,Liberal
449,23,English,USA,19,Lab,no story,Yes,Yes,No,White/Caucasian/European American,White,,Female,Female,19,19,Democrat,Liberal
450,23,English,USA,19,Lab,no story,No,No,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,20,20,,Liberal
451,23,English,USA,19,Lab,no story,Yes,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,Democrat,Liberal
452,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
453,23,English,USA,19,Lab,no story,Yes,No,No,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,Liberal
454,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Female,Female,20,20,Democrat,Liberal
455,23,English,USA,19,Lab,no story,Yes,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,45,45,Democrat,Liberal
456,23,English,USA,19,Lab,no story,Yes,Yes,Yes,Black/African American,Black or African American,,Female,Female,20,20,Democrat,Liberal
457,23,English,USA,19,Lab,no story,Yes,Yes,No,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,18,18,,
458,23,English,USA,19,Lab,no story,Yes,Yes,Yes,White/Caucasian/European American,White,,Male,Male,20,20,Democrat,
459,23,English,USA,19,Lab,no story,No,No,Yes,White/Caucasian/European American,White,,Female,Female,21,21,Democrat,
460,23,English,USA,19,Lab,no story,Yes,Yes,Yes,Black/African American,Black or African American,,Female,Female,22,22,Democrat,
461,23,English,USA,19,Lab,no story,Yes,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Female,Female,21,21,Democrat,
462,23,English,USA,19,Lab,no story,No,No,Yes,Asian/Pacific Islander/Asian American,Asian or Asian Indian,,Male,Male,23,23,Democrat,
